,movie_id,imdb_id,title,imdb_rating,year,genre,director,cast,cover_url,plot,url
10,10,112508,Billy Madison,6.3,1995,Comedy,Tamra Davis,Adam Sandler|Darren McGavin|Bridgette Wilson-Sampras|Bradley Whitford|Josh Mostel|Norm MacDonald|Mark Beltzman|Larry Hankin|Theresa Merritt|Dina Platias|Hrant Alianak|Vincent Marino|Jack Mather|Christopher Kelk|Marc Donato|Keith Cole|Chris Mei|Conor Devitt|Jared Durand|Jessica Nakamura|Helen Hughes|Jacelyn Holmes|Claire Cellucci|Shane Farberman|Al Maini|Jared Cook|Christian Matheson|Kyle Bailey|Vernon Chapman|Mandy Watts|Austin Pool|Gladys O'Connor|Marcia Bennett|Diane Douglass|Tim Herlihy|Frank Nakashima|Joyce Gordon|Jordan Lerner-Ellis|Daniel Lerner-Ellis|Robert Smigel|Melissa Korzenko|Colin Smith|Jeff Moser|Amos Crawley|Tex Konig|Eduardo Gómez|Tanya Grout|Benjamin Barrett|Matthew Ferguson|Sean Lett|Stacey Wheal|Shanna Bresee|Michael Ayoub|Lawrence Nakamura|Gino Veltri|James Downey|Bob Rodgers|Margo Wladyka|Allison Robinson|Marcel Jean Gilles|Suzanna Shebib|Justin Williams|Nicholas A. Catalano|Devon Codrington|Nicole Harrison|Lindsay Curran|Brandi Tower|Cassandra Forrester|Matthew Tempest|Michelle Toth|Craig MacIsaac|Tara Rooney|Robby Cavallari|Ryan Luis|Alanna Budhoo|Shomar Dejonge|Carmela Bigioni|Eric Aguilera|Kevin Le Roy|Kelly Childerhose|Ken Shires|Steve Buscemi|Chris Farley|Jordan-Patrick Marcantonio|John Yost,https://m.media-amazon.com/images/M/MV5BMzcyMjZmNjctNGNhMS00ZmQxLWFkNzQtYTIxYjVkYmU1NmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Billy Madison is a 27 year-old man whose father Brian is the head of a major hotel chain. Even though he is groomed to replace his father who is about to retire, Billy is extremely immature and unmotivated in life. When Brian considers making Eric Gordon (whom Billy despises) his new replacement, Billy decides to prove to his father that he is capable of taking over. He must repeat grade school all over again (2 weeks for each grade) in order to take over the hotel empire. The further Billy progresses, the more Eric tries to derail Billy.",https://www.imdb.com/title/tt0112508
11,11,109445,Clerks,7.7,1994,Comedy,Kevin Smith,Brian O'Halloran|Jeff Anderson|Marilyn Ghigliotti|Lisa Spoonauer|Jason Mewes|Kevin Smith|Scott Mosier|Scott Schiaffo|Al Berkowitz|Walter Flanagan|Ed Hapstak|Lee Bendick|David Klein|Pattijean Csik|Ken Clark|Donna Jeanne|Virginia Smith|Betsy Broussard|Ernest O'Donnell|Kimberly Loughran|Gary Stern|Joe Bagnole|John Henry Westhead|Chuck Bickel|Leslie Hope|Connie Finnerty|Vincent Pereira|Ashley Pereira|Erix Infante|Melissa Crawford|Thomas Burke|Dan Hapstak|Mitch Cohen|Matthew Banta|Rajiv Thapar|Mike Belicose|Jane Kuritz|Grace Smith|Frances Cresci|Matt Crawford|Sarla Thapar|Brian Drinkwater|Bob Fisler|Derek Jaccodine|Matthew Pereira|Frank Pereira|Carl Roth|Paul Finn|Haiku|Lenin's Tomb,https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,Dante Hicks is not having a good day. He clerks in a small convenience store and is told to come into work on his day off. Dante thinks life is a series of down endings and this day proves to be no different. He reads in the newspaper that his ex-girlfriend Caitlin is getting married. His present girlfriend reveals to have somewhat more experience with sex that he thought. His principal concerns are the hockey game he has that afternoon and the wake for a friend who died. His buddy Randal Graves works as a clerk in the video store next door and he hates his job as much as Dante hates his.,https://www.imdb.com/title/tt0109445
12,12,109686,Dumb and Dumber,7.3,1994,Comedy,Peter Farrelly|Bobby Farrelly,Jim Carrey|Jeff Daniels|Lauren Holly|Mike Starr|Karen Duffy|Charles Rocket|Victoria Rowell|Joe Baker|Hank Brandt|Teri Garr|Brady Bluhm|Cam Neely|Felton Perry|Brad Lockerman|Rob Moran|Kathryn Frick|Zen Gesner|Lawrence Kopp|Clint Allen|Connie Sawyer|Lin Shaye|Mike Watkiss|Harland Williams|Diane Kinerk|Lisa Stothard|Sean Gildea|Charles Rahi Chun|Helen Boll|Fred Stoller|Hillary Matthews|Karen Ingram|Jesse Borja|Vene L. Arcoraci|Anna Anka|Samantha Carpel|Elaine Wood|Bruce Bowns|Denise Vienne|Nancy Farrelly|Catalina Izasa|Samatha Pearson|Ken Duvall|Cecile Krevoy|George Bedard|Bill Beauchene|Gary Sivertsen|John Stroehman|Terry Mullany|Brad Blank|Mark Miosky|Mike Cavallo|Tom Leasca|Kevin Sheehan|Kenny Griswold|Brian Mone|Brad Norton|John Dale|Mike Burke|Kevin Constantine|Chris Spain|Paul Pelletier|Mark Levine|Billy Smith|Mark Charpentier|James 'Sporty' Ahern|Jim Blake|Traci Adell|Anita Rice|Pam Nielson|Nancy Barker|Brad Louder|Douglas Caputo|James Horrocks|Rolf Sigurd Brekke|Clem Franek|Rick Barker|Jaclyn Bernstein|Camille Bonora|Brock DeShane|Marty Fresca|Valentina Marie Lomborg|Kirsten Maryott|Bryan Moss|Craig Patterson|Irene Santiago|Don Shanks|Josh Shipley|John Yost,https://m.media-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Harry and Lloyd are two good friends who happen to be really stupid. The duo set out on a cross country trip from Providence to Aspen, Colorado to return a briefcase full of money to its rightful owner, a beautiful woman named Mary Swanson. After a trip of one mishap after another, the duo eventually make it to Aspen. But the two soon realize that Mary and her briefcase are the least of their problems.",https://www.imdb.com/title/tt0109686
13,13,109707,Ed Wood,7.8,1994,Biography | Comedy | Drama,Tim Burton,Johnny Depp|Martin Landau|Sarah Jessica Parker|Patricia Arquette|Jeffrey Jones|G.D. Spradlin|Vincent D'Onofrio|Bill Murray|Mike Starr|Max Casella|Brent Hinkley|Lisa Marie|George 'The Animal' Steele|Juliet Landau|Clive Rosengren|Norman Alden|Leonard Termo|Ned Bellamy|Danny Dayton|Ross Manarchy|Bill Cusack|Aaron Nelms|Biff Yeager|Joseph R. Gannascoli|Carmen Filpi|Lisa Malkiewicz|Melora Walters|Conrad Brooks|Don Amendolia|Tommy Bertelsen|Reid Cruickshanks|Stanley DeSantis|Lionel Decker|Edmund L. Shaff|Gene LeBell|Jesse Lizarraga|Bobby Slayton|Gretchen Becker|John Rice|Catherine Butterfield|Mary Portser|King Cotton|Don Hood|Frank Echols|Matthew Barry|Ralph Monaco|Anthony Russell|Tommy Bush|Gregory Walcott|Charles C. Stevenson Jr.|Rance Howard|Vasek Simek|Alan Martin|Salwa Ali|Rodney Kizziah|Korla Pandit|Hannah Eckstein|Luc De Schepper|Vinny Argiro|Patti Tippo|Ray Baker|Louis Lombardi|Jim Boyce|Ben Ryan Ganger|Ryan Holihan|Marc Revivo|Charlie Holliday|Adam Drescher|Ric Mancini|Daniel Riordan|Mickey Cottrell|Christopher George Simpson|Robert Binford|Herbert Boche|Linda Rae Brienza|Marlene Cook|Sylvia Coussa|Audrey Cuyler|Joseph Golightly|Carrie Starner Hummel|Ramona Kemp-Blair|Carolyn Kessinger|Nancy Longyear|Matthew Nelson|Robert Nuffer|William Michael Short|Susan Eileen Simpson|George F. Sterne|Charles Alan Stephenson|Cheri A. Williams|Cynthia Ann Wilson|Bill Anderson|Lena Banks|Bill Blair|Eugenie Bondurant|Mike Breyer|Susan Claridge|Patrick Cranshaw|Ryal Haakenson|Zachary Keats|Susan Knego|Navya La Shay|Maurice LaMarche|Tanya Marten|Gorja Max|Johnny Meyer|John Michael Quinn|Danny Ramirez|Michael Satterfield|Shawn J. Shoulders|Jeff Shrewsbury|Ada Tai|Arlene Tai|Lars Woods,https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Because of his eccentric habits and bafflingly strange films, director Edward D. Wood Jr. is a Hollywood outcast. Nevertheless, with the help of the formerly famous Bela Lugosi and a devoted cast and crew of show-business misfits who believe in Ed's off-kilter vision, the filmmaker is able to bring his oversize dreams to cinematic life. Despite a lack of critical or commercial success, Ed and his friends manage to create an oddly endearing series of extremely low-budget films.",https://www.imdb.com/title/tt0109707
14,14,76759,Star Wars: Episode IV - A New Hope,8.6,1977,Action | Adventure | Fantasy | Sci-Fi,George Lucas,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness|Anthony Daniels|Kenny Baker|Peter Mayhew|David Prowse|Phil Brown|Shelagh Fraser|Jack Purvis|Alex McCrindle|Eddie Byrne|Drewe Henley|Denis Lawson|Garrick Hagon|Jack Klaff|William Hootkins|Angus MacInnes|Jeremy Sinden|Graham Ashley|Don Henderson|Richard LeParmentier|Leslie Schofield|David Ankrum|Mark Anthony Austin|Scott Beach|Lightning Bear|Jon Berg|Doug Beswick|Paul Blake|Janice Burchette|Ted Burnett|John Chapman|Gilda Cohen|Tim Condren|Barry Copping|Alfie Curtis|Robert Davies|Maria De Aragon|Barbie Denham|Frazer Diamond|Peter Diamond|Warwick Diamond|Sadie Eden|Kim Falkinburg|Harry Fielder|Anthony Forrest|Ted Gagliano|Salo Gardner|Steve Gawley|Barry Gnome|Rusty Goffe|Isaac Grand|Nelson Hall|Reg Harding|Alan Harris|Frank Henson|Christine Hewett|Tiffany Hillkurtz|Arthur Howell|Tommy Ilsley|Joe Johnston|Annette Jones|James Earl Jones|Linda Jones|Joe Kaye|Colin Michael Kitchens|Melissa Kurtz|Al Lampert|Laine Liska|Derek Lyons|Mahjoub|Alf Mangan|Rick McCallum|Grant McCune|Geoffrey Moon|Mandy Morton|Lorne Peterson|Marcus Powell|Shane Rimmer|Pam Rose|George Roubicek|Erica Simmons|Angela Staines|George Stock|Roy Straite|Peter Sturgeon|Peter Sumner|John Sylla|Tom Sylla|Malcolm Tierney|Phil Tippett|Frances Alfred Basil Tomlin|Burnell Tucker|Morgan Upton|Jerry Walter|Hal Wamsley|Larry Ward|Diana Sadley Way|Harold Weed|Bill Weston|Steve 'Spaz' Williams|Fred Wood,https://m.media-amazon.com/images/M/MV5BOTA5NjhiOTAtZWM0ZC00MWNhLThiMzEtZDFkOTk2OTU1ZDJkXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_SX200_.jpg,"The Imperial Forces, under orders from cruel Darth Vader, hold Princess Leia hostage in their efforts to quell the rebellion against the Galactic Empire. Luke Skywalker and Han Solo, captain of the Millennium Falcon, work together with the companionable droid duo R2-D2 and C-3PO to rescue the beautiful princess, help the Rebel Alliance and restore freedom and justice to the Galaxy.",https://www.imdb.com/title/tt0076759
15,15,110912,Pulp Fiction,8.9,1994,Crime | Drama,Quentin Tarantino,Tim Roth|Amanda Plummer|Laura Lovelace|John Travolta|Samuel L. Jackson|Phil LaMarr|Frank Whaley|Burr Steers|Bruce Willis|Ving Rhames|Paul Calderon|Bronagh Gallagher|Rosanna Arquette|Eric Stoltz|Uma Thurman|Jerome Patrick Hoban|Michael Gilden|Gary Shorelle|Susan Griffiths|Eric Clark|Joseph Pilato|Brad Blumenthal|Steve Buscemi|Lorelei Leslie|Emil Sitka|Brenda Hillhouse|Christopher Walken|Chandler Lindauer|Sy Sher|Robert Ruth|Rich Turner|Angela Jones|Don Blakely|Carl Allen|Maria de Medeiros|Karen Maruyama|Kathy Griffin|Venessia Valentino|Linda Kaye|Duane Whitaker|Peter Greene|Stephen Hibbert|Alexis Arquette|Quentin Tarantino|Harvey Keitel|Julia Sweeney|Lawrence Bender|Cie Allman|Rene Beard|Brad Jacobowitz|Rhys Kirkman|Pui Fan Lee|Justin Mullins|Lori Pizzo|Glendon Rich|Devan Richardson|Richard Rossi|Ani Sava,https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX200_.jpg,"Jules Winnfield (Samuel L. Jackson) and Vincent Vega (John Travolta) are two hit men who are out to retrieve a suitcase stolen from their employer, mob boss Marsellus Wallace (Ving Rhames). Wallace has also asked Vincent to take his wife Mia (Uma Thurman) out a few days later when Wallace himself will be out of town. Butch Coolidge (Bruce Willis) is an aging boxer who is paid by Wallace to lose his fight. The lives of these seemingly unrelated people are woven together comprising of a series of funny, bizarre and uncalled-for incidents.",https://www.imdb.com/title/tt0110912
16,16,111282,Stargate,7.0,1994,Action | Adventure | Sci-Fi,Roland Emmerich,Kurt Russell|James Spader|Jaye Davidson|Viveca Lindfors|Alexis Cruz|Mili Avital|Leon Rippy|John Diehl|Carlos Lauchu|Djimon Hounsou|Erick Avari|French Stewart|Gianin Loffler|Christopher John Fields|Derek Webster|Jack Moore|Steve Giannelli|David Pressman|Scott Alan Smith|Cecil Hoffman|Rae Allen|Richard Kind|John Storey|Lee Taylor-Allan|George Gray|Kelly Vint Castro|Erik Holland|Nick Wilder|Sayed Badreya|Michael Concepcion|Jerry Gilmore|Michel Jean-Philippe|Dialy N'Daiye|Gladys Holland|Roger Til|Kenneth Danziger|Christopher West|Robert Ackerman|Kairon John|Dax Biagas|Frank Welker|Natalac Sheldon M. Davis|Jorge Del Portillo|Joseph Olea|Phillip L. Tomalin Jr.|Johnny Velarde|Kit West,https://m.media-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX200_.jpg,"In 1928, in Egypt, a strange device is found by an expedition. In the present days, the outcast linguist Dr. Daniel Jackson is invited by a mysterious woman to decipher an ancient hieroglyph in a military facility. Soon he finds that the device was developed by an advanced civilization and opens a portal to teletransport to another planet. Dr. Jackson is invited to join a military team under the command of Colonel Jonathan 'Jack' O'Neil that will explore the new world. They find a land that recalls Egypt and humans in a primitive culture that worship and are slaves to Ra, the God of the Sun. But soon they discover the secret of the mysterious ""stargate"".",https://www.imdb.com/title/tt0111282
17,17,114694,Tommy Boy,7.1,1995,Adventure | Comedy,Peter Segal,Chris Farley|David Spade|Brian Dennehy|Bo Derek|Dan Aykroyd|Julie Warner|Sean McCann|Zach Grenier|James Blendick|Clinton Turnbull|Ryder Britton|Paul Greenberg|Graeme Millington|Michael Cram|Dean Marshall|Trent McMullen|Philip Williams|David Malloy|Roy Lewis|Austin Pool|William Dunlop|Jack Jessop|Michael Dunston|David Hemblen|George Kinamis|Dov Tiefenbach|Mark Zador|Helen Hughes|J.R. Zimmerman|Robert K. Weiss|Reg Dreger|Lloyd White|David Huband|Hayley Gibbins|Julianne Gillies|Thick Wilson|Corey Sevier|Maria Vacratsis|Colin Fox|Lorri Bagley|Lynn Cunningham|David Calderisi|Sven Van de Ven|Errol Sitahal|Marc Strange|Michael Ewing|Adrian Truss|Christopher John|Henry Gomez|Lindsay Leese|Camilla Scott|Bunty Webb|Marilyn Boyle|Gino Marrocco|Gil Filar|Jonathan Wilson|Sandi Stahlbrand|Ron James|Brian Kaulback|Mark Ingram|Jim Codrington|Patricia Moffatt|Raymond Hunt|Robbie Rox|Jerry Schaefer|Taylor Segal|John Farley|Kevin P. Farley|Jim Feather|Ted Kavouris|Regis Lemke|Rob Lowe|Jordan-Patrick Marcantonio|Mark Anthony Ramitt,https://m.media-amazon.com/images/M/MV5BNTMwZGU3MGUtZWE0Ni00YzExLWIyY2MtMmNmMDlmYTdmNzFkXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX200_.jpg,"Tommy Callahan Jr. is a slow-witted, clumsy guy who recently graduated college after attending for seven years. His father, Big Tom Callahan, owns an auto parts factory in Ohio. When Tommy arrives back home, he finds he has a position at the factory waiting for him. His dad also introduces Tommy to the new brake pad division of the factory and to Tommy's soon-to-be stepmother, Beverly, and her son Paul. But when Big Tom dies, the factory threatens to go under unless the new brake pads are to be sold. Therefore, Tommy must go on the road to sell them, along with the assistance of Richard, Big Tom's right-hand man. Will Tommy save the company, or will the factory, and the town, go under?",https://www.imdb.com/title/tt0114694
18,18,109444,Clear and Present Danger,6.9,1994,Action | Crime | Drama | Thriller,Phillip Noyce,Harrison Ford|Willem Dafoe|Anne Archer|Joaquim de Almeida|Henry Czerny|Harris Yulin|Donald Moffat|Miguel Sandoval|Benjamin Bratt|Raymond Cruz|Dean Jones|Thora Birch|Ann Magnuson|Hope Lange|Tom Tammi|Tim Grimm|Belita Moreno|James Earl Jones|Jorge Luke|Jaime Gomez|Jared Chandler|Greg Germann|Ellen Geer|Ted Raimi|Vondie Curtis-Hall|John Lafayette|Beau Lotterman|Rex Linn|Peter Weireter|Victor Palmieri|Trip Hamilton|Ken Howard|Alexander Lester|Reg E. Cathey|Clark Gregg|Chris Conrad|Vaughn Armstrong|John Putch|Colleen Flynn|Reed Diamond|Cam Brainard|Brendan Ford|Michael Jace|Cameron Thor|Harley Venton|Miguel Pérez|Patrick Bauchau|Juan Carlos Colombo|Blanca Guerra|Rufino Echegoyen|Honorato Magaloni|Mario Iván Martínez|Eduardo N.T. Andrade|Hector Teller|Alejandro Bracho|Robert Arratia|Eliot Ferrer|David J. Negron Jr.|Michael A. Mendez|Batan Silva|Diana Sowle|Kamala Lopez|Guillermo Ríos|Alejandro De Hoyos|Leo Garcia|Barbara Harrison|Mark Bailey|Elizabeth Dennehy|Patricia Belcher|Aaron Lustig|Tom Isbell|Kim Flowers|Claudia Lobo|Al Verdun|Lynne Marie Stewart|Catherine MacNeal|Denice Kumagai|Christine Moore|Marjorie Lovett|Lee Bear|Glenn E. Coats|Kevin Cooney|Lis Kern|Thomas Luskey|John Rixey Moore|Al Ahlf|Markus Alexander|Tom Bower|Rico Bueno|Aarón I. Campos|Tory Christopher|Marcello Clay|Lisa Costanza|Patricia Andrest Davis|Chris De Socio|Michael Garvey|Dao Hale|Myra Haveson|Bruce Holman|Dieter Horneman|Henry Kingi Jr.|Aaron Michael Lacey|Deborah Landis|Neal MacMillan|Mark Myers|Phillip Noyce|Sherry O'Keefe|Ken Parham|Lemuel Perry|Cait Reed|Gary Rodriguez|R.A. Rondell|Irving Ross|Fran Severini|Robert Shepherd|Walter Smith|Walter Spear|Charles Tentindo|Jorge Valdés García,https://m.media-amazon.com/images/M/MV5BM2NlMTk4MzMtZTRmMS00ZWM1LWFjZGUtNmRmYTZjZjg1OTBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX200_.jpg,"Jack Ryan is back and this time the bad guys are in his own government. When Admiral James Greer becomes sick with cancer, Ryan is appointed acting CIA Deputy Director of Intelligence. Almost before he can draw a breath in his new position, one of the president's closest friends and his family are murdered in their sleep by what appears to be drug cartels. Ryan is called in to investigate, but unknown to him the CIA has already sent a secret field operative to lead an illegal paramilitary force in Colombia against the cartels. Things get even more complicated when his team is set up and he loses an agent in the field and a friend of his wife's, who was the murdered agent's secretary, is murdered that same day. Ryan must then risk not only his career, but his life to expose the truth behind the mystery.",https://www.imdb.com/title/tt0109444
19,19,109830,Forrest Gump,8.8,1994,Drama | Romance,Robert Zemeckis,Tom Hanks|Rebecca Williams|Sally Field|Michael Conner Humphreys|Harold G. Herthum|George Kelly|Bob Penny|John Randall|Sam Anderson|Margo Moorer|Ione M. Telech|Christine Seabrook|John Worsham|Peter Dobson|Siobhan Fallon Hogan|Alexander Zemeckis|Logan Livingston Gomez|Ben Waddel|Elizabeth Hanks|Hanna Hall|Tyler Long|Christopher Jones|Grady Bowman|Kevin Mangan|Fay Genens|Frank Geyer|Robin Wright|Rob Landry|Jason McGuire|Pete Auster|Sonny Shroyer|Brett Rice|Ed Davis|Daniel C. Striepeke|Bruce Lucvia|David Brisbin|Kirk Ward|Angela Lomas|Timothy Record|Deborah McTeer|Mark Matheisen|Al Harrington|Jed Gillin|Bob Harks|Don Fischer|Kenneth Bevington|Michael Flannery|Gary Robinson|Mykelti Williamson|Marlena Smalls|Kitty K. Green|Afemo Omilami|Matt Wallace|Danté McCarthy|Paulie DiCocco|Mike Jolly|Michael Kemmerling|John Voldstad|Jeffrey Winner|Russ Wilson|Daniel J. Gillooly|Gary Sinise|Calvin Gadsden|Aaron Izbicki|Michael Burgess|Steven Griffith|Bill Roberson|Michael McFall|Eric Underwood|Steve DeRelian|Byron Minns|Stephen Bridgewater|Bonnie Ann Burgess|Scott Oliver|John William Galt|Hilary Chaplain|Isabel Rose|Jay Ross|Richard D'Alessandro|Dick Stilwell|Kevin Davis|Michael Jace|Geoffrey Blake|Tim Perry|Vanessa Roth|Emily Carey|Paul Raczkowski|Valentine|Dick Cavett|Joe Stefanelli|Tiffany Salerno|Marla Sucharetza|Aloysius Gigl|Jack Bowden|Joe Alaskey|Lazarus Jackson|W. Benson Terry|Matt Rebenkoff|Peter Bannon|The Hallelujah Singers of Beaufort South Carolina|Joe Washington|Nora Dunfee|Natalie Hendrix Tate|Hallie D'Amore|Chiffonye Cobb|Juan Singleton|Bobby Richardson|Michael Mattison|Lenny Herb|Charles Boswell|Timothy McNeil|Haley Joel Osment|Lonnie Hamilton|Teresa Denton|Joe Abby|Rob Adams|Todd Adamson|Markus Alexander|Neil Armstrong|Beth Aylward|Marcus Batton|Keri-Anne Bilotta|Jim Boeke|Arthur Bremer|Grand L. Bush|Clint Calvert|Troy Christian|Dick Clark|John Connally|Darren W. Conrad|Jim Damron|Ryan Duncan|James Ent|Gerald Ford|Michael Garvey|Leigh Goodoff|Christopher James Hall|Bryan Hanna|Ellsworth Hanna|Jeanne Hanna|Zach Hanner|John Glenn Harding|Bob Hope|Jenny Inge|Russ Isles|Brad Jacobowitz|Lyndon B. Johnson|Shann Johnson|Jim Keller|John F. Kennedy|Robert F. Kennedy|Conor Kennelly|Aaron Michael Lacey|Teddy Lane Jr.|John Lennon|Andrew Lepper|Beau Lotterman|Jacqueline Lovell|Richard Nixon|Darrell O'Cook|Michael Oliver|Shawn Michael Perry|Elvis Presley|Ronald Reagan|Mark A. Rich|Kurt Russell|Michael Satterfield|William Shipman|John Simmit|Robb Skyler|John-Michael Steele|Mary Ellen Trainor|USC Trojan Marching Band|George Wallace|Eric Alan Wendell|Zhuang Zedong,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Forrest Gump is a simple man with a low I.Q. but good intentions. He is running through childhood with his best and only friend Jenny. His 'mama' teaches him the ways of life and leaves him to choose his destiny. Forrest joins the army for service in Vietnam, finding new friends called Dan and Bubba, he wins medals, creates a famous shrimp fishing fleet, inspires people to jog, starts a ping-pong craze, creates the smiley, writes bumper stickers and songs, donates to people and meets the president several times. However, this is all irrelevant to Forrest who can only think of his childhood sweetheart Jenny Curran, who has messed up her life. Although in the end all he wants to prove is that anyone can love anyone.",https://www.imdb.com/title/tt0109830
20,20,110213,The Jungle Book,6.0,1994,Adventure | Family | Romance,Stephen Sommers,Jason Scott Lee|Cary Elwes|Lena Headey|Sam Neill|John Cleese|Jason Flemyng|Stefan Kalipha|Ron Donachie|Anirudh Agarwal|Faran Tahir|Sean Naegeli|Joanna Wolff|Liza Walker|Rachel Robertson|Natalie Morse|Gerry Crampton|Amrik Gill|Rick Glassey|David Vincent Bobb|Buck|Ed Gale|Tai|Teddy,https://m.media-amazon.com/images/M/MV5BMjRjNDk2NTItZGQ1OS00OGU0LWJhMzUtNmZkNDE4NDg0MDMyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX200_.jpg,"An adaptation of Rudyard Kipling's classic tale of Mowgli the jungle boy who is raised by wild animals after being lost when a tiger attacked an encampment and killed his father. Years later he finds himself re-united with his childhood love Kitty and back in the ""civilization"" of Colonial India which he finds far less civilized then his jungle haunts. The search for a lost treasure shows who the truly civilized members of society are.",https://www.imdb.com/title/tt0110213
21,21,110475,The Mask,6.9,1994,Action | Comedy | Crime | Fantasy,Chuck Russell,Jim Carrey|Peter Riegert|Peter Greene|Amy Yasbeck|Richard Jeni|Orestes Matacena|Tim Bagley|Nancy Fish|Johnny Williams|Reg E. Cathey|Jim Doughan|Denis Forest|Cameron Diaz|Joseph Alfieri|B.J. Barie|Catherine Berge|Phil Boardman|Krista Buonauro|Debra Casey|Blake Clark|Christopher Darga|Suzanne Dunn|Joely Fisher|Kevin Grevioux|Peter Jazwinski|Howard Kay|Robert Keith|Beau Lotterman|Scott McElroy|Richard Montes|Ivory Ocean|Robert O'Reilly|Louis Ortiz|Daniel James Peterson|Jeremy Roberts|Eamonn Roche|Randi Ruimy|Ben Stein|Nils Allen Stewart|Chris Taylor|Bullet Valmont|Wendy L. Walsh|Meadow Williams|Max|Susan Boyd|Monica Lee Bellais|Keri-Anne Bilotta|Mike Breyer|Leslie Cook|Christopher A. Green|Krista Miller|Richard Raynesford|Rebecca Ryiz|Garret Sato|Jeep Swenson|Peter Wick,https://m.media-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX200_.jpg,"Timid bank clerk, Stanley Ipkiss (Jim Carrey). Unfortunately, he's too gentle, and is unable to handle confrontations. After one of the worst days, he finds a mask which depicts Loki, the Norse god of mischief. When he puts it on, he becomes his inner, self: a cartoon wild man. After Ipkiss's alter ego indirectly kills the friend of small time crime boss, Dorian Tyrel (Peter Greene),he wants the green-faced goon destroyed.",https://www.imdb.com/title/tt0110475
22,22,106677,Dazed and Confused,7.6,1993,Comedy,Richard Linklater,Jason London|Joey Lauren Adams|Milla Jovovich|Shawn Andrews|Rory Cochrane|Adam Goldberg|Anthony Rapp|Sasha Jenson|Marissa Ribisi|Deena Martin|Michelle Burke|Cole Hauser|Christine Harnos|Wiley Wiggins|Mark Vandermeulen|Esteban Powell|Jeremy Fox|Ben Affleck|Jason O. Smith|Christin Hinojosa|Parker Posey|Matthew McConaughey|Catherine Avril Morris|Nicky Katt|Parker Brooks|Zach Taylor|Jacob Jones|Rick Moser|Terry Mross|Kim Krizan|Zooey Greif|Julius Tennon|Priscilla Kinser|Erika Geminder|Heidi Van Horne|Katherine Asher|Kathleen Cunningham|Richard Dillard|John Swasey|Zeke Mills|Michael Gillespie|Tom Hoeck|Fred Lerner|David Blackwell|Autumn Barr|Doug Taylor|Bob Moser|Mona Lee Fultz|Chris M. Allport|Rose Barrett|Tara Battani|Adam Boster|Josh Caldwell|Khara Cloutier|Nicole Emmons|Mike Enright|Chris Green|Karey Green|KaiCarra|Jessica Looney|David L. Marston|Anthony Pedone|Ted Perez|Damian Tamburro|James 'Kimo' Wills|Heath Young|Renée Zellweger,https://m.media-amazon.com/images/M/MV5BMjc4NzUxMzU0OF5BMl5BanBnXkFtZTgwNzI2NDEzODE@._V1_SX200_.jpg,"It's the last day of school at a high school in a small town in Texas in 1976. The upperclassmen are hazing the incoming freshmen, and everyone is trying to get stoned, drunk, or laid, even the football players that signed a pledge not to.",https://www.imdb.com/title/tt0106677
